speaker,total_duration
khanh-hoa_0363051,861.4486249999999
binh-đinh_3532936,860.5439999999994
khanh-hoa_0328738,860.0692499999998
khanh-hoa_3564405,859.691875
đa-nang_0336092,859.2639999999998
khanh-hoa_0959457,858.98375
quang-nam_3503494,858.5920000000002
khanh-hoa_3631227,858.4648749999999
khanh-hoa_0328140,857.8560000000001
khanh-hoa_3504767,857.7412499999999
khanh-hoa_0369194,856.9478749999997
đa-nang_0933389,856.8472499999995
ha-tinh_0313424,856.7336249999997
quang-nam_0373895,855.8399999999998
khanh-hoa_0959206,855.5329999999993
khanh-hoa_0328848,855.4560000000004
khanh-hoa_0313545,855.4278749999996
khanh-hoa_3567660,854.9746250000002
khanh-hoa_3594875,854.7492499999996
khanh-hoa_0314861,854.491875
quang-ngai_0327992,854.4132499999998
khanh-hoa_0989090,853.4317499999997
quang-ngai_0300912,853.1840000000001
binh-đinh_3644828,853.0943750000001
quang-nam_0140113,852.8918750000004
đa-nang_0327342,852.8626249999999
khanh-hoa_3557251,852.63375
ninh-thuan_3542496,852.1396250000004
khanh-hoa_0327939,851.6866250000002
quang-binh_3522992,851.6786249999999
khanh-hoa_0356113,850.681125
khanh-hoa_0975698,850.6372500000001
quang-nam_0325852,850.1440000000002
khanh-hoa_0357757,849.2479999999996
ha-tinh_3628063,849.1217499999993
ha-tinh_0355471,848.9683750000002
quang-nam_3647325,848.2560000000009
quang-nam_3608135,848.0524999999999
binh-đinh_0306038,847.8066249999996
ha-tinh_3583848,846.8479999999996
khanh-hoa_0328079,846.7969999999997
binh-đinh_0934778,846.2079999999997
quang-binh_3640106,846.150625
quang-nam_3509204,845.4891250000001
thua-thien---hue_3578102,845.3760000000001
khanh-hoa_0981135,845.285
quang-binh_0369727,845.0132499999994
ha-tinh_3541600,844.736
khanh-hoa_3639823,844.2585000000008
binh-đinh_0952958,844.22625
khanh-hoa_3598379,842.7142500000002
quang-nam_3506530,841.7832500000001
đa-nang_0363606,841.7743750000005
khanh-hoa_0376710,841.6132500000003
khanh-hoa_3647272,841.5426249999998
khanh-hoa_3511754,841.5040000000002
quang-nam_3501989,841.2479999999998
khanh-hoa_0314831,841.2386250000004
binh-đinh_0372412,841.2356250000006
quang-nam_3574225,840.6400000000003
khanh-hoa_0318380,839.478375
khanh-hoa_3531527,839.331625
khanh-hoa_0975691,839.1997499999997
quang-binh_0963485,839.1864999999998
quang-binh_3585758,838.973875
đa-nang_0325342,838.912
khanh-hoa_0917654,838.24525
binh-đinh_0333340,837.8860000000002
quang-binh_0940517,837.8518750000002
khanh-hoa_0975690,837.4545
khanh-hoa_0309008,837.2585000000001
khanh-hoa_0308542,837.2452499999999
kon-tum_3638834,836.9211250000001
khanh-hoa_0997631,836.9128750000003
khanh-hoa_3636742,836.662375
khanh-hoa_0308168,836.5305000000001
binh-thuan_3528639,836.512
khanh-hoa_0328055,836.4159999999999
đa-nang_0312472,836.2239999999999
quang-nam_3510495,835.9784999999996
binh-đinh_3651464,835.50625
quang-nam_3577999,834.8800000000001
khanh-hoa_0020114,834.8159999999999
khanh-hoa_0987425,834.7785000000001
quang-nam_0330838,834.653875
quang-nam_3509045,833.8808749999998
khanh-hoa_3510754,833.7407499999997
binh-đinh_3567117,833.7225000000002
đa-nang_0332528,833.5680000000003
khanh-hoa_3650703,833.4306249999998
khanh-hoa_3512714,833.3986249999997
khanh-hoa_0327790,833.2483749999998
quang-nam_0313945,832.6918749999999
khanh-hoa_3621323,831.6472499999998
khanh-hoa_3620395,830.976
thua-thien---hue_3510383,830.9439999999996
binh-đinh_3573555,830.3732500000003
khanh-hoa_3574456,829.4571249999999
quang-nam_3503830,828.992
khanh-hoa_3601848,828.9638749999999
quang-nam_3507346,828.6344999999998
khanh-hoa_3584787,828.2968750000006
ha-tinh_0909312,828.032125
khanh-hoa_0994018,827.9558750000001
quang-binh_3510433,827.9359999999998
quang-nam_0378729,827.1679999999994
khanh-hoa_0327646,826.7183749999998
khanh-hoa_3621789,826.6146250000002
khanh-hoa_3508616,826.5158750000005
khanh-hoa_3521342,826.4319999999993
khanh-hoa_3611699,826.3945000000001
khanh-hoa_0959441,826.2179999999998
quang-ngai_0331703,826.112
ha-tinh_3573523,825.7920000000003
quang-ngai_0350806,825.5257500000001
quang-nam_0368018,825.4079999999997
khanh-hoa_0318946,825.320875
khanh-hoa_0020549,825.0998750000005
khanh-hoa_0959369,824.4127499999997
binh-đinh_3646668,824.2212500000003
ha-tinh_3601260,823.9360000000001
ninh-thuan_0314783,823.899625
quang-nam_0327384,823.8797499999996
quang-binh_3616764,822.8480000000001
thua-thien---hue_3511513,822.6205000000001
khanh-hoa_0311860,822.3222499999999
quang-ngai_0366866,822.29325
ha-tinh_0363970,821.3325000000003
quang-binh_3531285,820.5812500000001
quang-nam_3506576,820.2612499999996
đa-nang_0991632,820.0863750000007
quang-nam_0349978,820.0319999999997
ninh-thuan_3608137,819.8438749999996
khanh-hoa_3526173,819.1956250000002
đa-nang_0372640,819.1558749999999
ha-tinh_3573529,818.5252500000004
khanh-hoa_0020061,818.2719999999997
khanh-hoa_3571196,817.7851249999994
khanh-hoa_0367107,817.4678749999998
khanh-hoa_0328478,817.4411249999997
quang-nam_3509153,816.6381250000004
quang-nam_0364936,815.7759999999995
quang-nam_3509043,815.7087499999999
khanh-hoa_3524017,815.4555
đa-nang_0909259,815.3812499999998
khanh-hoa_0363871,815.32675
khanh-hoa_3620740,814.9222500000002
quang-ngai_3544171,814.8159999999997
khanh-hoa_3500409,814.7488750000005
khanh-hoa_3571960,814.7283749999999
ha-tinh_3648547,814.1478749999997
khanh-hoa_0050230,813.7919999999997
khanh-hoa_3564785,813.6639999999999
quang-nam_3650777,813.2799999999997
khanh-hoa_3512516,813.1026249999998
khanh-hoa_3577034,812.9461249999997
quang-nam_0976379,812.6719999999998
quang-nam_0310424,812.4323750000002
khanh-hoa_0320446,812.3907499999999
khanh-hoa_0355358,812.3346250000001
khanh-hoa_0328110,812.18375
khanh-hoa_0326958,811.8731250000004
đa-nang_0314459,811.4838749999999
khanh-hoa_0994515,810.752
khanh-hoa_3521262,810.7519999999998
binh-đinh_3579727,810.2866249999998
khanh-hoa_3601135,809.9199999999996
khanh-hoa_0366413,809.472
ha-tinh_0952420,809.0946249999998
khanh-hoa_3565193,809.0916250000004
khanh-hoa_3505032,808.8532499999999
quang-nam_0356268,808.6946249999997
binh-thuan_3580636,808.5826249999999
khanh-hoa_3516909,808.5746249999997
khanh-hoa_0959126,808.1448749999996
khanh-hoa_3584995,807.9291249999998
khanh-hoa_0314795,807.7048749999998
khanh-hoa_3587724,807.6211249999999
khanh-hoa_0308298,807.0628749999993
binh-đinh_3590546,806.9119999999996
quang-nam_0367671,806.8424999999995
quang-nam_0312884,806.79175
khanh-hoa_3529971,806.1760000000002
khanh-hoa_0328291,805.8395
quang-nam_3507170,805.4372500000003
khanh-hoa_3501864,805.2511249999999
khanh-hoa_3650617,804.9920000000004
thua-thien---hue_0363821,804.9691249999998
khanh-hoa_3600529,804.9277500000003
quang-nam_3515485,804.7106249999998
khanh-hoa_3528514,804.6143750000001
quang-nam_0329695,804.4171249999997
khanh-hoa_0318928,804.1652499999998
khanh-hoa_0328843,804.0946250000004
khanh-hoa_3516253,803.9923749999997
ha-tinh_3651354,803.658875
khanh-hoa_3577227,803.2706250000005
khanh-hoa_0308169,802.9760000000003
khanh-hoa_0980892,802.7460000000002
khanh-hoa_3650630,802.708
quang-binh_3514005,802.7076250000001
khanh-hoa_0308179,802.7059999999992
khanh-hoa_0050195,802.5280000000002
ninh-thuan_0335353,802.5238749999997
khanh-hoa_0020596,802.3153750000005
quang-nam_3515383,802.1211249999998
khanh-hoa_3626535,801.9200000000001
quang-nam_3508197,801.9199999999998
khanh-hoa_0327747,801.7919999999999
đa-nang_3606353,801.1426249999997
khanh-hoa_0320566,800.9962499999999
khanh-hoa_3522415,800.9187499999999
khanh-hoa_0988946,800.8108749999999
khanh-hoa_3510404,800.6744999999996
khanh-hoa_0959306,800.6400000000001
khanh-hoa_3505827,800.6080000000003
khanh-hoa_0984537,800.288
quang-binh_0322979,800.2879999999999
quang-nam_0963115,799.7759999999998
quang-ngai_3646754,799.7642500000002
quang-nam_0995507,799.6218750000004
khanh-hoa_0959262,799.2447500000001
ha-tinh_3621878,799.1558750000002
binh-đinh_0315231,799.1023750000004
khanh-hoa_0917163,799.0720000000002
khanh-hoa_3507802,799.0251250000001
quang-ngai_0329699,798.8205000000003
binh-thuan_3641658,798.6946249999996
khanh-hoa_0356966,798.6306249999997
đa-nang_0326812,798.5970000000004
thua-thien---hue_0332833,798.3986249999995
khanh-hoa_0360626,798.2720000000004
quang-ngai_0327809,798.0738749999996
khanh-hoa_3578314,797.475125
quang-binh_3634631,797.1384999999996
khanh-hoa_3583859,797.1064999999996
khanh-hoa_3600376,796.9266250000002
quang-nam_3501939,796.8927500000001
quang-binh_3519296,796.8319999999999
quang-nam_0310407,796.6154999999995
quang-nam_3517396,796.2306249999997
binh-đinh_0358396,796.2240000000003
ha-tinh_3543049,796.2207500000001
quang-nam_3520192,796.128
binh-đinh_3609332,795.6386249999996
binh-thuan_3577647,795.1012500000002
thua-thien---hue_3520419,794.9288749999994
khanh-hoa_3500000,794.2664999999995
khanh-hoa_0306227,794.1211249999996
đa-nang_3529695,794.0799999999996
khanh-hoa_3500695,793.7793749999997
khanh-hoa_0985737,793.7526250000003
quang-nam_3650779,793.7090000000002
khanh-hoa_0356233,793.6731249999998
khanh-hoa_0372356,793.6320000000001
binh-đinh_3645318,793.502625
khanh-hoa_3544552,793.4399999999999
khanh-hoa_3500065,793.344
đa-nang_0327305,793.216
quang-binh_3508256,793.0426250000002
ha-tinh_0310217,792.9798749999997
binh-thuan_3582786,792.9279999999999
ha-tinh_0326577,792.830625
quang-nam_3526553,792.8038749999992
ha-tinh_3501771,792.7266250000001
thua-thien---hue_3511391,792.6626250000006
khanh-hoa_0981923,792.4886250000001
khanh-hoa_3564458,792.4466249999997
khanh-hoa_0350694,792.4049999999995
khanh-hoa_3531151,792.3346249999994
ha-tinh_0306012,792.3199999999998
binh-đinh_0312929,792.2571249999993
quang-nam_3550041,792.2052500000001
khanh-hoa_0328842,792.174625
ha-tinh_0355724,792.1170000000002
khanh-hoa_3509702,791.776
quang-ngai_3548673,791.7266250000001
khanh-hoa_3626523,791.6787499999998
thua-thien---hue_3511354,791.6159999999998
khanh-hoa_0939608,791.4560000000004
khanh-hoa_3566064,791.4366250000002
khanh-hoa_3522424,791.1619999999996
đa-nang_3512612,791.1357499999999
khanh-hoa_3501692,790.9581250000002
đa-nang_0327430,790.9063750000001
quang-nam_0368489,790.8452500000001
binh-đinh_3566068,790.8254999999997
khanh-hoa_3503262,790.36525
khanh-hoa_3534656,789.9586249999996
đa-nang_3607443,789.9346250000002
khanh-hoa_0328238,789.7784999999997
khanh-hoa_3534639,789.683875
khanh-hoa_3501718,789.1492500000003
khanh-hoa_0050194,788.8319999999995
binh-thuan_3582799,788.7359999999999
khanh-hoa_3631707,788.5256250000001
quang-binh_0332835,788.4466249999999
khanh-hoa_0328739,788.1600000000003
đa-nang_3571863,787.9039999999997
khanh-hoa_3582551,787.8776249999999
quang-binh_3615119,787.8399999999999
quang-nam_3519994,787.8066249999998
đa-nang_3501595,787.7666250000002
quang-binh_3548785,787.392
khanh-hoa_0356318,787.2232499999997
khanh-hoa_3591381,787.0626250000004
khanh-hoa_0331439,786.5920000000001
binh-đinh_3636693,786.5919999999999
khanh-hoa_0301825,786.5279999999996
khanh-hoa_0356285,786.5279999999995
khanh-hoa_0315890,786.5026249999993
khanh-hoa_0020316,786.4900000000001
đa-nang_0975812,786.4306249999996
đa-nang_3505661,785.9409999999996
khanh-hoa_0308250,785.9200000000001
quang-nam_0309117,785.9016249999999
quang-nam_3515034,785.7718749999997
khanh-hoa_0984556,785.4787500000002
khanh-hoa_3559089,785.39325
khanh-hoa_0309345,785.1839999999996
đa-nang_3502659,785.0289999999994
quang-binh_3505111,784.9277500000003
khanh-hoa_0959449,784.8284999999998
quang-nam_0314188,784.8213749999999
khanh-hoa_3640954,784.6079999999994
binh-đinh_3500279,784.5383750000003
thua-thien---hue_0357305,784.5120000000001
khanh-hoa_3624165,784.4480000000001
khanh-hoa_3520390,784.3839999999999
đa-nang_0926425,784.256
thua-thien---hue_3500217,784.00775
quang-binh_0367284,783.9359999999995
khanh-hoa_3596252,783.7983749999997
binh-đinh_0374904,783.4879999999999
khanh-hoa_0909135,783.2932500000004
ha-tinh_3579032,783.0626249999999
khanh-hoa_0994513,783.0364999999998
khanh-hoa_0367763,782.8171250000001
quang-nam_3640098,782.816
đa-nang_0312101,782.6563749999999
khanh-hoa_3524277,782.4852500000001
đa-nang_3610127,782.4640000000003
khanh-hoa_3585745,782.3441249999996
quang-nam_3552571,782.05325
đa-nang_0360510,781.96775
ha-tinh_3638294,781.8239999999997
khanh-hoa_3503406,781.7958749999999
quang-nam_0333518,781.4582499999995
đa-nang_3574722,781.4079999999993
khanh-hoa_0933273,781.3906250000001
khanh-hoa_0966381,781.3759999999997
khanh-hoa_3514103,781.2598749999999
binh-thuan_0332843,781.0879999999997
khanh-hoa_3578363,781.0557499999998
ha-tinh_3619021,781.0226250000002
khanh-hoa_3568150,781.0226249999997
quang-nam_0348982,781.0066249999996
khanh-hoa_3527144,780.96
khanh-hoa_0325236,780.9316250000002
khanh-hoa_0355999,780.6863749999998
quang-nam_3513491,780.6038749999998
khanh-hoa_3561731,780.5986249999999
ha-tinh_0363934,780.5440000000001
khanh-hoa_0949578,780.5128749999996
thua-thien---hue_3519675,780.4436250000003
ha-tinh_3534085,780.4306250000001
khanh-hoa_0994514,780.4014999999998
kon-tum_3640182,780.3595000000001
khanh-hoa_3527154,779.9228749999996
khanh-hoa_0975992,779.8022499999998
khanh-hoa_3529596,779.5330000000001
khanh-hoa_3523102,779.5199999999998
khanh-hoa_3609433,779.5195000000001
quang-binh_3652011,779.4753749999998
đa-nang_3650428,779.2659999999997
binh-thuan_3007509,779.232
khanh-hoa_0333111,779.1360000000004
quang-nam_3515135,779.0223749999996
ha-tinh_3506307,778.875375
ha-tinh_0918392,778.7972500000003
khanh-hoa_3572237,778.7612500000004
thua-thien---hue_3506979,778.5012500000003
đa-nang_0314124,778.2792499999996
đa-nang_0342945,778.0797500000004
ha-tinh_3531318,778.0370000000004
khanh-hoa_0357844,777.92525
khanh-hoa_3552870,777.6998749999999
khanh-hoa_0938254,777.5649999999999
khanh-hoa_3534073,777.5421249999998
quang-binh_3650394,777.1092500000003
khanh-hoa_0328491,776.910625
kon-tum_3645340,776.7040000000002
quang-nam_3596332,776.6626249999997
khanh-hoa_3637444,776.6166250000002
khanh-hoa_3626533,776.3892500000002
quang-nam_0326640,776.2226249999995
quang-nam_3650751,776.0014999999999
ninh-thuan_3611066,775.9583749999998
kon-tum_0325856,775.6717499999999
khanh-hoa_0360490,775.3021249999999
khanh-hoa_3594884,775.2941250000001
ha-tinh_0326685,775.15125
quang-nam_3535896,775.0626250000001
khanh-hoa_3569704,774.6742499999999
khanh-hoa_0328060,774.4918749999997
khanh-hoa_3522019,774.4640000000002
quang-nam_0367852,774.03975
ninh-thuan_3523116,773.9178750000001
khanh-hoa_0310576,773.8212499999998
đa-nang_0983478,773.7986250000004
khanh-hoa_0040025,773.766625
đa-nang_3522131,773.6959999999998
đa-nang_0327411,773.3759999999999
quang-nam_3600835,773.1131250000001
khanh-hoa_3521998,773.0879999999997
khanh-hoa_0906303,773.0879999999996
ninh-thuan_0310388,773.0058749999997
khanh-hoa_3591204,772.8772500000003
quang-nam_0320150,772.8452499999999
khanh-hoa_3566137,772.8319999999991
thua-thien---hue_0374909,772.6609999999997
khanh-hoa_0966143,772.6576249999999
quang-nam_0918929,772.6399999999998
ha-tinh_3561387,772.4518750000004
quang-nam_0334273,772.3200000000005
thua-thien---hue_3510102,772.2240000000003
khanh-hoa_0010200,771.5506249999997
ha-tinh_0030174,771.1465
khanh-hoa_0959445,771.0264999999999
quang-nam_3534197,770.8102499999997
khanh-hoa_0327742,770.7199999999999
đa-nang_0140116,770.7199999999997
quang-nam_3509118,770.6226250000001
khanh-hoa_3526892,770.3673750000003
khanh-hoa_0980218,770.2678749999994
khanh-hoa_0917421,770.2463750000001
quang-nam_0359854,770.2066250000001
khanh-hoa_3591374,770.1119999999999
quang-nam_3508932,769.8212499999997
khanh-hoa_0308194,769.7266249999998
quang-binh_3562227,769.6993750000003
khanh-hoa_3650616,769.448875
khanh-hoa_3511627,769.4079999999998
quang-nam_3508992,769.398625
khanh-hoa_0328306,769.3962500000004
binh-đinh_3575546,769.3172500000001
khanh-hoa_0328782,768.7398749999994
binh-đinh_3608464,768.6399999999999
ha-tinh_3643269,768.4799999999999
khanh-hoa_3511311,768.4116249999998
thua-thien---hue_0333662,768.392625
khanh-hoa_0940560,768.3531250000001
khanh-hoa_0975995,768.0011250000001
quang-ngai_0321194,767.9556250000003
quang-ngai_3633884,767.9343749999996
khanh-hoa_3621787,767.9305
khanh-hoa_0943946,767.90075
quang-nam_3603198,767.7760000000001
khanh-hoa_3512210,767.7440000000001
quang-nam_3509047,767.7211250000001
khanh-hoa_3611732,767.6899999999998
ha-tinh_0363982,767.5857500000001
ninh-thuan_0325069,767.5638749999997
khanh-hoa_3521283,767.4141250000002
ha-tinh_0968765,767.3595000000001
khanh-hoa_3528710,767.2077499999997
ha-tinh_3501100,767.1878749999995
quang-nam_0330369,767.1412499999999
thua-thien---hue_3503225,766.7520000000002
ninh-thuan_3510885,766.7200000000005
khanh-hoa_0356212,766.7199999999998
khanh-hoa_0977803,766.7199999999996
quang-ngai_3648021,766.3492499999999
khanh-hoa_0320580,766.3331250000005
quang-ngai_0934098,766.3039999999999
quang-nam_0333088,766.1759999999992
ha-tinh_3586173,766.1117499999999
khanh-hoa_3598349,766.0676250000001
khanh-hoa_0917498,765.9567499999998
ha-tinh_3570771,765.824
khanh-hoa_3531684,765.6946249999999
khanh-hoa_0318931,765.6000000000003
quang-nam_3650755,765.552625
khanh-hoa_0369002,765.3848750000002
khanh-hoa_0376695,765.2800000000003
khanh-hoa_3620833,765.2480000000002
đa-nang_3508972,764.9892500000001
thua-thien---hue_3511341,764.8292499999994
đa-nang_0902360,764.7661249999998
khanh-hoa_0333499,764.5906249999997
khanh-hoa_3614938,764.5332500000003
đa-nang_3631215,764.4626250000001
quang-nam_3570494,763.9135000000001
quang-binh_0331602,763.8414999999997
ha-tinh_3581650,763.6159999999995
khanh-hoa_3521182,763.5238750000001
khanh-hoa_0372682,763.4879999999998
khanh-hoa_3569903,763.2223750000002
khanh-hoa_0040024,763.1291249999997
khanh-hoa_3594914,763.0651249999999
quang-nam_0373937,762.8917499999999
quang-nam_0373953,762.7368750000004
khanh-hoa_0333284,762.6879999999996
khanh-hoa_0327973,762.4632500000001
khanh-hoa_3511731,762.42925
khanh-hoa_3530131,762.3089999999995
ha-tinh_0368554,762.1675000000001
quang-nam_3575624,762.0472500000005
khanh-hoa_0328400,762.0367500000002
khanh-hoa_0307172,761.669875
khanh-hoa_3517256,761.5460000000004
binh-đinh_0331337,761.5360000000001
quang-nam_3507366,761.2721250000001
đa-nang_0325301,760.9346249999998
ha-tinh_0334775,760.9280000000001
khanh-hoa_0349988,760.867625
khanh-hoa_3576312,760.8513750000002
khanh-hoa_3594804,760.6720000000001
khanh-hoa_3578204,760.5558750000005
khanh-hoa_0318988,760.3677500000001
khanh-hoa_0355486,760.288
ha-tinh_3502852,760.25325
ha-tinh_3500422,760.1181249999997
quang-nam_0309328,760.0822500000002
quang-nam_3503503,759.9360000000001
khanh-hoa_3577221,759.9346249999999
ha-tinh_0909116,759.8720000000002
đa-nang_3609907,759.7642499999996
đa-nang_3500763,759.6571250000002
ninh-thuan_0308519,759.6159999999998
quang-nam_0332186,759.5168749999999
khanh-hoa_0356189,759.4706249999999
binh-đinh_3609788,759.2797500000004
ha-tinh_3651442,759.2665
quang-nam_0916128,758.990625
đa-nang_0325413,758.9759999999999
khanh-hoa_3534527,758.9490000000002
ha-tinh_0921460,758.8580000000001
khanh-hoa_3581810,758.4319999999998
ha-tinh_3616221,758.3666249999995
đa-nang_0921870,758.2450000000003
khanh-hoa_3612524,758.2306250000003
binh-đinh_0934169,757.8717499999998
khanh-hoa_3503779,757.6320000000004
khanh-hoa_0362419,757.5986249999997
khanh-hoa_3564817,757.3439999999995
khanh-hoa_0328570,757.0516250000001
khanh-hoa_0355666,756.9332499999999
khanh-hoa_0372053,756.9279999999994
khanh-hoa_3591442,756.8673750000004
binh-đinh_0374903,756.5812500000001
quang-nam_3509089,756.4800000000001
quang-nam_3519544,756.3695000000005
khanh-hoa_0308506,756.352
khanh-hoa_3512460,756.2033749999997
khanh-hoa_3582222,755.5198750000003
ha-tinh_0941241,755.392
quang-ngai_0968749,754.8808750000001
quang-nam_3513620,754.8512499999994
khanh-hoa_0020298,754.8066249999998
khanh-hoa_0375636,754.6880000000001
đa-nang_0312251,754.6706249999994
binh-thuan_3623280,754.50375
khanh-hoa_0360909,754.446625
khanh-hoa_3631752,754.4352499999995
quang-nam_3509266,754.2651249999994
khanh-hoa_0327851,754.1371249999999
khanh-hoa_0328357,754.0800000000005
binh-đinh_3643259,754.0479999999999
thua-thien---hue_3508095,754.0386249999998
ha-tinh_3572441,754.0290000000005
khanh-hoa_0377902,753.5448750000002
thua-thien---hue_0973561,753.536
khanh-hoa_3566747,753.1537500000002
khanh-hoa_3559093,752.995625
binh-thuan_3546875,752.9694999999999
quang-binh_3513699,752.8319999999999
đa-nang_0334268,752.7705
khanh-hoa_3613327,752.6810000000003
quang-ngai_0351095,752.2772499999998
ha-tinh_3551322,752.2596250000001
đa-nang_0356428,752.2559999999999
đa-nang_3530864,752.2209999999999
